Credit_Number,Car_Owner,Propert_Owner,Annual_income,EDUCATION,label
5028280,0,0,157500.0,2,0
5095896,0,0,112500.0,1,0
5024352,1,1,585000.0,4,0
5100027,1,0,180000.0,4,0
5028337,1,0,225000.0,1,0
5090788,1,1,225000.0,4,0
5046126,0,1,135000.0,4,0
5092265,0,1,112500.0,4,0
5143319,1,1,112500.0,4,0
5114354,1,0,180000.0,4,0
5117248,0,1,112500.0,4,0
5024386,0,0,117000.0,4,0
5026178,1,1,135000.0,4,0
5033439,1,0,270000.0,1,0
5089320,1,0,135000.0,1,0
5053872,1,1,157500.0,4,0
5091735,1,1,243000.0,4,0
5105791,0,0,121500.0,2,0
5125928,0,1,135000.0,4,0
5115662,1,1,225000.0,1,0
5029256,1,1,225000.0,1,0
5136029,1,0,112500.0,4,0
5037157,0,1,157500.0,4,0
5046531,1,0,202500.0,1,0
5023177,0,1,337500.0,4,0
5021967,0,0,103500.0,4,0
5135530,1,1,99000.0,4,0
5146534,1,0,67500.0,4,0
5126101,0,1,112500.0,4,0
5088161,0,1,270000.0,4,0
5100394,0,1,315000.0,4,0
5079035,0,1,135000.0,3,0
5095631,1,0,180000.0,1,0
5113647,0,1,225000.0,2,0
5046336,0,0,85500.0,4,0
5028781,0,1,135000.0,4,0
5125730,1,1,119700.0,1,0
5023724,1,0,495000.0,4,0
5116369,0,1,112500.0,4,0
5062214,0,1,153000.0,1,0
5009023,0,1,216000.0,1,0
5029191,0,1,202500.0,4,0
5028946,0,1,90000.0,4,0
5068470,0,0,108000.0,4,0
5045828,0,1,270000.0,1,0
5095930,0,0,76500.0,4,0
5090049,0,1,69372.0,4,0
5067730,0,1,135000.0,2,0
5092239,0,0,117000.0,4,0
5105560,0,1,202500.0,4,0
5099914,0,1,126000.0,4,0
5053032,0,1,135000.0,4,0
5150038,0,0,180000.0,4,0
5053678,1,1,225000.0,4,0
5087538,0,1,81000.0,1,0
5050440,1,1,157500.0,2,0
5096670,0,0,90000.0,4,0
5061611,1,1,225000.0,4,0
5065342,0,1,157500.0,4,0
5041066,0,1,103500.0,4,0
5105819,1,0,202500.0,1,0
5135460,0,1,37800.0,4,0
5009319,1,0,135000.0,4,0
5091006,0,1,157500.0,4,0
5050852,0,0,180000.0,1,0
5117202,0,1,135000.0,4,0
5074739,0,1,225000.0,1,0
5009472,0,0,157500.0,4,0
5135378,0,1,387000.0,4,0
5135489,1,1,225000.0,4,0
5067016,0,1,225000.0,4,0
5024097,1,0,126000.0,2,0
5008865,1,1,135000.0,4,0
5116640,0,1,202500.0,4,0
5089770,1,1,225000.0,4,0
5009118,0,0,157500.0,1,0
5042296,1,1,202500.0,4,0
5010185,0,0,247500.0,4,0
5090509,1,1,225000.0,1,0
5113006,1,0,112500.0,4,0
5026368,0,1,112500.0,1,0
5095905,0,0,135000.0,4,0
5113440,0,1,207000.0,4,0
5069289,0,1,270000.0,2,0
5135938,1,0,315000.0,4,0
5118026,0,0,315000.0,4,0
5053524,0,1,112500.0,4,0
5010567,1,1,121500.0,1,0
5046003,0,1,225000.0,4,0
5118225,1,0,225000.0,4,0
5036187,1,1,157500.0,4,0
5050635,0,0,225000.0,4,0
5067444,1,1,135000.0,4,0
5088805,1,1,225000.0,4,0
5117331,1,1,270000.0,4,0
5045113,0,1,202500.0,4,0
5067281,0,1,135000.0,4,0
5137385,0,0,112500.0,4,0
5066832,1,1,157500.0,3,0
5041520,1,1,450000.0,1,0
5023092,0,0,202500.0,4,0
5079016,1,1,900000.0,1,0
5035682,1,1,135000.0,4,0
5139761,1,1,337500.0,1,0
5041681,0,0,94500.0,4,0
5033906,1,1,90000.0,4,0
5029251,0,1,157500.0,1,0
5091824,0,1,270000.0,4,0
5132569,0,1,112500.0,4,0
5021490,0,1,135000.0,4,0
5035859,0,1,270000.0,4,0
5022025,1,1,112500.0,4,0
5116613,0,1,225000.0,4,0
5115884,0,1,54000.0,1,0
5010303,0,1,189000.0,4,0
5142496,1,1,135000.0,1,0
5046398,0,1,157500.0,4,0
5125585,0,1,121500.0,4,0
5113302,0,1,180000.0,1,0
5139321,0,1,121500.0,1,0
5053918,1,0,225000.0,1,0
5067102,0,0,180000.0,4,0
5022118,0,1,315000.0,4,0
5022954,1,1,112500.0,4,0
5047667,0,0,90000.0,4,0
5091718,1,1,90000.0,4,0
5009586,0,0,45000.0,4,0
5097170,1,1,180000.0,4,0
5022015,1,1,112500.0,4,0
5062594,1,1,135000.0,1,0
5028726,0,1,360000.0,4,0
5033831,1,1,135000.0,1,0
5046086,1,1,99000.0,4,0
5135946,0,1,270000.0,1,0
5149592,0,1,157500.0,1,0
5009845,1,0,180000.0,4,0
5117716,1,0,315000.0,4,0
5096169,0,0,112500.0,4,0
5139823,0,1,108000.0,4,0
5067542,0,1,180000.0,4,0
5090871,0,0,225000.0,4,0
5033729,1,1,90000.0,4,0
5037212,1,1,292500.0,1,0
5116319,0,1,157500.0,4,0
5146318,0,1,135000.0,4,0
5042082,1,0,315000.0,1,0
5091416,0,1,225000.0,1,0
5041675,1,1,333000.0,1,0
5048425,0,1,171000.0,4,0
5145965,0,0,130500.0,4,0
5126543,1,0,112500.0,4,0
5033881,1,0,202500.0,2,0
5068378,0,1,126000.0,1,0
5029194,1,1,225000.0,4,0
5010025,0,1,135000.0,4,0
5091016,0,1,112500.0,4,0
5149744,0,1,105750.0,4,0
5117561,0,0,135000.0,4,0
5089760,1,1,180000.0,1,0
5053642,0,0,360000.0,1,0
5089934,1,0,157500.0,4,0
5143465,0,1,90000.0,4,0
5125127,0,1,112500.0,4,0
5113163,1,1,180000.0,4,0
5116883,1,1,225000.0,4,0
5037008,0,1,67500.0,4,0
5090126,1,1,270000.0,4,0
5036648,0,0,202500.0,1,0
5090335,1,1,144000.0,4,0
5053182,1,1,207000.0,1,0
5114342,1,0,180000.0,4,0
5024163,1,1,202500.0,4,0
5115633,0,0,202500.0,4,0
5126311,0,0,180000.0,2,0
5135779,0,1,126000.0,4,0
5054697,1,1,157500.0,1,0
5116343,1,1,225000.0,4,0
5022800,1,1,202500.0,1,0
5054348,0,0,103500.0,4,0
5099980,0,1,90000.0,4,0
5087829,0,1,135000.0,4,0
5051050,1,0,67500.0,4,0
5148872,0,1,135000.0,2,0
5117323,0,1,382500.0,1,0
5088101,1,1,270000.0,4,0
5023587,0,0,202500.0,4,0
5028547,1,0,292500.0,4,0
5053636,0,0,225000.0,1,0
5149402,0,0,135000.0,4,0
5095554,0,0,76500.0,4,0
5067090,0,0,180000.0,4,0
5010865,1,1,450000.0,4,0
5041147,0,1,90000.0,4,0
5105555,0,1,157500.0,4,0
5136976,0,0,306000.0,1,0
5058366,0,0,90000.0,4,0
5066458,1,1,135000.0,4,0
5045844,1,0,193500.0,4,0
5115814,0,1,180000.0,4,0
5062362,0,1,270000.0,1,0
5010596,0,1,112500.0,4,0
5113472,0,1,202500.0,4,0
5041535,0,1,180000.0,4,0
5066617,0,1,139500.0,4,0
5126751,1,0,135000.0,4,0
5009908,1,0,202500.0,4,0
5068337,1,1,112500.0,1,0
5105535,1,1,126000.0,4,0
5061724,0,1,193500.0,2,0
5028919,1,1,112500.0,4,0
5035627,1,1,337500.0,1,0
5074705,0,1,157500.0,1,0
5114061,1,0,193500.0,1,0
5100373,0,1,180000.0,4,0
5112765,1,0,315000.0,1,0
5045439,1,1,180000.0,1,0
5113922,0,0,90000.0,4,0
5037125,1,0,180000.0,1,0
5029538,0,1,112500.0,1,0
5010078,1,0,157500.0,4,0
5085861,0,1,135000.0,4,0
5009146,1,0,315000.0,1,0
5149433,1,1,112500.0,4,0
5061753,0,1,135000.0,4,0
5143009,1,0,99000.0,4,0
5079017,1,1,900000.0,1,0
5096318,1,0,270000.0,1,0
5038615,0,0,112500.0,1,0
5047670,0,0,180000.0,1,0
5044987,0,1,141750.0,1,0
5036828,0,1,180000.0,1,0
5139892,0,1,112500.0,4,0
5135446,0,1,225000.0,4,0
5095586,0,0,270000.0,2,0
5068963,1,0,202500.0,1,0
5022047,1,1,135000.0,4,0
5048121,1,1,292500.0,4,0
5117219,0,1,202500.0,4,0
5009821,1,0,99000.0,4,0
5033500,0,1,202500.0,4,0
5058281,0,1,306000.0,1,0
5054373,0,0,148500.0,4,0
5142988,0,0,135000.0,1,0
5137229,1,0,180000.0,4,0
5113373,0,1,180000.0,1,0
5053152,0,1,157500.0,4,0
5090386,0,1,247500.0,1,0
5142899,0,0,112500.0,1,0
5113510,1,1,180000.0,4,0
5091457,0,1,103500.0,4,0
5009791,0,0,198000.0,4,0
5149484,1,1,135000.0,1,0
5092221,0,0,67500.0,4,0
5067003,1,1,202500.0,4,0
5023838,1,0,315000.0,4,0
5095433,0,1,292500.0,1,0
5033797,1,1,148500.0,4,0
